,DET_FLIP_ONE_BIT,DET_FLIP_TWO_BITS,DET_FLIP_FOUR_BITS,DET_FLIP_ONE_BYTE,DET_FLIP_TWO_BYTES,DET_FLIP_FOUR_BYTES,DET_ARITH_ADD_ONE,DET_ARITH_SUB_ONE,DET_ARITH_ADD_TWO_LE,DET_ARITH_SUB_TWO_LE,DET_ARITH_ADD_TWO_BIG,DET_ARITH_SUB_TWO_BIG,DET_ARITH_ADD_FOUR_LE,DET_ARITH_SUB_FOUR_LE,DET_ARITH_ADD_FOUR_BIG,DET_ARITH_SUB_FOUR_BIG,INTERESTING_BYTE,INTERESTING_TWO_BYTES_LE,INTERESTING_TWO_BYTES_BIG,INTERESTING_FOUR_BYTES_LE,INTERESTING_FOUR_BYTES_BIG,HAVOC_MUT_FLIPBIT,HAVOC_MUT_INTERESTING8,HAVOC_MUT_INTERESTING16,HAVOC_MUT_INTERESTING16BE,HAVOC_MUT_INTERESTING32,HAVOC_MUT_INTERESTING32BE,HAVOC_MUT_ARITH8_,HAVOC_MUT_ARITH8,HAVOC_MUT_ARITH16_,HAVOC_MUT_ARITH16BE_,HAVOC_MUT_ARITH16,HAVOC_MUT_ARITH16BE,HAVOC_MUT_ARITH32_,HAVOC_MUT_ARITH32BE_,HAVOC_MUT_ARITH32,HAVOC_MUT_ARITH32BE,HAVOC_MUT_RAND8,HAVOC_MUT_BYTEADD,HAVOC_MUT_BYTESUB,HAVOC_MUT_FLIP8,DICTIONARY_USER_EXTRAS_OVER,DICTIONARY_USER_EXTRAS_INSERT,DICTIONARY_AUTO_EXTRAS_OVER,DICTIONARY_AUTO_EXTRAS_INSERT,CUSTOM_MUTATOR,HAVOC
4418,0.152206,0.013385,0.013385,0.035870,0.000515,0,0.301987,0.291323,0.167825,0.169627,0.178893,0.195367,0,0,0,0,0,0,0,0,0,0.152206,0,0,0,0,0,0.291323,0.301987,0.169627,0.195367,0.167825,0.178893,0,0,0,0,0,0.301987,0.291323,0,0,0,0,0,0,0
4422,0.152206,0.013385,0.013385,0.035870,0.000515,0,0.301987,0.291323,0.167825,0.169627,0.178893,0.195367,0,0,0,0,0,0,0,0,0,0.152206,0,0,0,0,0,0.291323,0.301987,0.169627,0.195367,0.167825,0.178893,0,0,0,0,0,0.301987,0.291323,0,0,0,0,0,0,0
4423,0.152206,0.013385,0.013385,0.035870,0.000515,0,0.301987,0.291323,0.167825,0.169627,0.178893,0.195367,0,0,0,0,0,0,0,0,0,0.152206,0,0,0,0,0,0.291323,0.301987,0.169627,0.195367,0.167825,0.178893,0,0,0,0,0,0.301987,0.291323,0,0,0,0,0,0,0
4425,0.152206,0.013385,0.013385,0.035870,0.000515,0,0.301987,0.291323,0.167825,0.169627,0.178893,0.195367,0,0,0,0,0,0,0,0,0,0.152206,0,0,0,0,0,0.291323,0.301987,0.169627,0.195367,0.167825,0.178893,0,0,0,0,0,0.301987,0.291323,0,0,0,0,0,0,0
4462,0.177073,0.014903,0.014903,0.038895,0.000745,0,0.332651,0.317298,0.175857,0.175857,0.173621,0.181818,0,0,0,0,0,0,0,0,0,0.177073,0,0,0,0,0,0.317298,0.332651,0.175857,0.181818,0.175857,0.173621,0,0,0,0,0,0.332651,0.317298,0,0,0,0,0,0,0
4472,0.177073,0.014903,0.014903,0.038895,0.000745,0,0.332651,0.317298,0.175857,0.175857,0.173621,0.181818,0,0,0,0,0,0,0,0,0,0.177073,0,0,0,0,0,0.317298,0.332651,0.175857,0.181818,0.175857,0.173621,0,0,0,0,0,0.332651,0.317298,0,0,0,0,0,0,0
4475,0.177073,0.014903,0.014903,0.038895,0.000745,0,0.332651,0.317298,0.175857,0.175857,0.173621,0.181818,0,0,0,0,0,0,0,0,0,0.177073,0,0,0,0,0,0.317298,0.332651,0.175857,0.181818,0.175857,0.173621,0,0,0,0,0,0.332651,0.317298,0,0,0,0,0,0,0
4477,0.177073,0.014903,0.014903,0.038895,0.000745,0,0.332651,0.317298,0.175857,0.175857,0.173621,0.181818,0,0,0,0,0,0,0,0,0,0.177073,0,0,0,0,0,0.317298,0.332651,0.175857,0.181818,0.175857,0.173621,0,0,0,0,0,0.332651,0.317298,0,0,0,0,0,0,0
4478,0.177073,0.014903,0.014903,0.038895,0.000745,0,0.332651,0.317298,0.175857,0.175857,0.173621,0.181818,0,0,0,0,0,0,0,0,0,0.177073,0,0,0,0,0,0.317298,0.332651,0.175857,0.181818,0.175857,0.173621,0,0,0,0,0,0.332651,0.317298,0,0,0,0,0,0,0
4480,0.177073,0.014903,0.014903,0.038895,0.000745,0,0.332651,0.317298,0.175857,0.175857,0.173621,0.181818,0,0,0,0,0,0,0,0,0,0.177073,0,0,0,0,0,0.317298,0.332651,0.175857,0.181818,0.175857,0.173621,0,0,0,0,0,0.332651,0.317298,0,0,0,0,0,0,0
4482,0.177073,0.014903,0.014903,0.038895,0.000745,0,0.332651,0.317298,0.175857,0.175857,0.173621,0.181818,0,0,0,0,0,0,0,0,0,0.177073,0,0,0,0,0,0.317298,0.332651,0.175857,0.181818,0.175857,0.173621,0,0,0,0,0,0.332651,0.317298,0,0,0,0,0,0,0
4484,0.177073,0.014903,0.014903,0.038895,0.000745,0,0.332651,0.317298,0.175857,0.175857,0.173621,0.181818,0,0,0,0,0,0,0,0,0,0.177073,0,0,0,0,0,0.317298,0.332651,0.175857,0.181818,0.175857,0.173621,0,0,0,0,0,0.332651,0.317298,0,0,0,0,0,0,0
4487,0.177073,0.014903,0.014903,0.038895,0.000745,0,0.332651,0.317298,0.175857,0.175857,0.173621,0.181818,0,0,0,0,0,0,0,0,0,0.177073,0,0,0,0,0,0.317298,0.332651,0.175857,0.181818,0.175857,0.173621,0,0,0,0,0,0.332651,0.317298,0,0,0,0,0,0,0
4488,0.177073,0.014903,0.014903,0.038895,0.000745,0,0.332651,0.317298,0.175857,0.175857,0.173621,0.181818,0,0,0,0,0,0,0,0,0,0.177073,0,0,0,0,0,0.317298,0.332651,0.175857,0.181818,0.175857,0.173621,0,0,0,0,0,0.332651,0.317298,0,0,0,0,0,0,0
4490,0.177073,0.014903,0.014903,0.038895,0.000745,0,0.332651,0.317298,0.175857,0.175857,0.173621,0.181818,0,0,0,0,0,0,0,0,0,0.177073,0,0,0,0,0,0.317298,0.332651,0.175857,0.181818,0.175857,0.173621,0,0,0,0,0,0.332651,0.317298,0,0,0,0,0,0,0
4492,0.177073,0.014903,0.014903,0.038895,0.000745,0,0.332651,0.317298,0.175857,0.175857,0.173621,0.181818,0,0,0,0,0,0,0,0,0,0.177073,0,0,0,0,0,0.317298,0.332651,0.175857,0.181818,0.175857,0.173621,0,0,0,0,0,0.332651,0.317298,0,0,0,0,0,0,0
4496,0.177073,0.014903,0.014903,0.038895,0.000745,0,0.332651,0.317298,0.175857,0.175857,0.173621,0.181818,0,0,0,0,0,0,0,0,0,0.177073,0,0,0,0,0,0.317298,0.332651,0.175857,0.181818,0.175857,0.173621,0,0,0,0,0,0.332651,0.317298,0,0,0,0,0,0,0
4500,0.177073,0.014903,0.014903,0.038895,0.000745,0,0.332651,0.317298,0.175857,0.175857,0.173621,0.181818,0,0,0,0,0,0,0,0,0,0.177073,0,0,0,0,0,0.317298,0.332651,0.175857,0.181818,0.175857,0.173621,0,0,0,0,0,0.332651,0.317298,0,0,0,0,0,0,0
4502,0.177073,0.014903,0.014903,0.038895,0.000745,0,0.332651,0.317298,0.175857,0.175857,0.173621,0.181818,0,0,0,0,0,0,0,0,0,0.177073,0,0,0,0,0,0.317298,0.332651,0.175857,0.181818,0.175857,0.173621,0,0,0,0,0,0.332651,0.317298,0,0,0,0,0,0,0
4906,0.150174,0.014148,0.014148,0.036300,0.000801,0,0.299354,0.291895,0.168446,0.166044,0.179124,0.193006,0,0,0,0,0,0,0,0,0,0.150174,0,0,0,0,0,0.291895,0.299354,0.166044,0.193006,0.168446,0.179124,0,0,0,0,0,0.299354,0.291895,0,0,0,0,0,0,0
4908,0.170396,0.023684,0.023684,0.046472,0.001316,0,0.344234,0.323580,0.178947,0.156579,0.156579,0.184211,0,0,0,0,0,0,0,0,0,0.170396,0,0,0,0,0,0.323580,0.344234,0.156579,0.184211,0.178947,0.156579,0,0,0,0,0,0.344234,0.323580,0,0,0,0,0,0,0
4909,0.149905,0.013145,0.013145,0.037002,0.000758,0,0.298861,0.292220,0.169616,0.168099,0.178463,0.193883,0,0,0,0,0,0,0,0,0,0.149905,0,0,0,0,0,0.292220,0.298861,0.168099,0.193883,0.169616,0.178463,0,0,0,0,0,0.298861,0.292220,0,0,0,0,0,0,0
4912,0.245033,0.018987,0.018987,0.072848,0.000000,0,0.397351,0.390728,0.202532,0.221519,0.170886,0.183544,0,0,0,0,0,0,0,0,0,0.245033,0,0,0,0,0,0.390728,0.397351,0.221519,0.183544,0.202532,0.170886,0,0,0,0,0,0.397351,0.390728,0,0,0,0,0,0,0
4913,0.148768,0.013966,0.013966,0.037438,0.000791,0,0.298522,0.292118,0.170224,0.165217,0.179447,0.191831,0,0,0,0,0,0,0,0,0,0.148768,0,0,0,0,0,0.292118,0.298522,0.165217,0.191831,0.170224,0.179447,0,0,0,0,0,0.298522,0.292118,0,0,0,0,0,0,0
4916,0.150174,0.014148,0.014148,0.036300,0.000801,0,0.299354,0.291895,0.168446,0.166044,0.179124,0.193006,0,0,0,0,0,0,0,0,0,0.150174,0,0,0,0,0,0.291895,0.299354,0.166044,0.193006,0.168446,0.179124,0,0,0,0,0,0.299354,0.291895,0,0,0,0,0,0,0
4917,0.150174,0.014148,0.014148,0.036300,0.000801,0,0.299354,0.291895,0.168446,0.166044,0.179124,0.193006,0,0,0,0,0,0,0,0,0,0.150174,0,0,0,0,0,0.291895,0.299354,0.166044,0.193006,0.168446,0.179124,0,0,0,0,0,0.299354,0.291895,0,0,0,0,0,0,0
4920,0.150174,0.014148,0.014148,0.036300,0.000801,0,0.299354,0.291895,0.168446,0.166044,0.179124,0.193006,0,0,0,0,0,0,0,0,0,0.150174,0,0,0,0,0,0.291895,0.299354,0.166044,0.193006,0.168446,0.179124,0,0,0,0,0,0.299354,0.291895,0,0,0,0,0,0,0
4921,0.245033,0.018987,0.018987,0.072848,0.000000,0,0.397351,0.390728,0.202532,0.221519,0.170886,0.183544,0,0,0,0,0,0,0,0,0,0.245033,0,0,0,0,0,0.390728,0.397351,0.221519,0.183544,0.202532,0.170886,0,0,0,0,0,0.397351,0.390728,0,0,0,0,0,0,0
4924,0.150174,0.014148,0.014148,0.036300,0.000801,0,0.299354,0.291895,0.168446,0.166044,0.179124,0.193006,0,0,0,0,0,0,0,0,0,0.150174,0,0,0,0,0,0.291895,0.299354,0.166044,0.193006,0.168446,0.179124,0,0,0,0,0,0.299354,0.291895,0,0,0,0,0,0,0
4925,0.150174,0.014148,0.014148,0.036300,0.000801,0,0.299354,0.291895,0.168446,0.166044,0.179124,0.193006,0,0,0,0,0,0,0,0,0,0.150174,0,0,0,0,0,0.291895,0.299354,0.166044,0.193006,0.168446,0.179124,0,0,0,0,0,0.299354,0.291895,0,0,0,0,0,0,0
4927,0.150174,0.014148,0.014148,0.036300,0.000801,0,0.299354,0.291895,0.168446,0.166044,0.179124,0.193006,0,0,0,0,0,0,0,0,0,0.150174,0,0,0,0,0,0.291895,0.299354,0.166044,0.193006,0.168446,0.179124,0,0,0,0,0,0.299354,0.291895,0,0,0,0,0,0,0
5330,0.131769,0.020408,0.020408,0.028881,0.002041,0,0.306859,0.324910,0.143878,0.167347,0.179592,0.181633,0,0,0,0,0,0,0,0,0,0.131769,0,0,0,0,0,0.324910,0.306859,0.167347,0.181633,0.143878,0.179592,0,0,0,0,0,0.306859,0.324910,0,0,0,0,0,0,0
5331,0.130662,0.020020,0.020020,0.026132,0.002002,0,0.297909,0.315331,0.148148,0.169169,0.186186,0.187187,0,0,0,0,0,0,0,0,0,0.130662,0,0,0,0,0,0.315331,0.297909,0.169169,0.187187,0.148148,0.186186,0,0,0,0,0,0.297909,0.315331,0,0,0,0,0,0,0
5332,0.239130,0.000000,0.000000,0.108696,0.000000,0,0.304348,0.543478,0.138889,0.250000,0.138889,0.055556,0,0,0,0,0,0,0,0,0,0.239130,0,0,0,0,0,0.543478,0.304348,0.250000,0.055556,0.138889,0.138889,0,0,0,0,0,0.304348,0.543478,0,0,0,0,0,0,0
5334,0.203540,0.000000,0.000000,0.070796,0.012821,0,0.292035,0.415929,0.128205,0.230769,0.089744,0.141026,0,0,0,0,0,0,0,0,0,0.203540,0,0,0,0,0,0.415929,0.292035,0.230769,0.141026,0.128205,0.089744,0,0,0,0,0,0.292035,0.415929,0,0,0,0,0,0,0
5335,0.500000,0.000000,0.000000,0.000000,0.000000,0,0.750000,0.500000,0.000000,0.250000,0.000000,0.250000,0,0,0,0,0,0,0,0,0,0.500000,0,0,0,0,0,0.500000,0.750000,0.250000,0.250000,0.000000,0.000000,0,0,0,0,0,0.750000,0.500000,0,0,0,0,0,0,0
5337,0.100000,0.125000,0.125000,0.100000,0.000000,0,0.200000,0.300000,0.000000,0.250000,0.125000,0.250000,0,0,0,0,0,0,0,0,0,0.100000,0,0,0,0,0,0.300000,0.200000,0.250000,0.250000,0.000000,0.125000,0,0,0,0,0,0.200000,0.300000,0,0,0,0,0,0,0
5338,1.000000,0.000000,0.000000,0.000000,0.000000,0,1.000000,1.000000,0.000000,0.500000,0.500000,0.000000,0,0,0,0,0,0,0,0,0,1.000000,0,0,0,0,0,1.000000,1.000000,0.500000,0.000000,0.000000,0.500000,0,0,0,0,0,1.000000,1.000000,0,0,0,0,0,0,0
5340,0.285714,0.000000,0.000000,0.214286,0.000000,0,0.214286,0.571429,0.181818,0.000000,0.090909,0.181818,0,0,0,0,0,0,0,0,0,0.285714,0,0,0,0,0,0.571429,0.214286,0.000000,0.181818,0.181818,0.090909,0,0,0,0,0,0.214286,0.571429,0,0,0,0,0,0,0
5343,0.153846,0.000000,0.000000,0.076923,0.000000,0,0.230769,0.538462,0.181818,0.181818,0.090909,0.090909,0,0,0,0,0,0,0,0,0,0.153846,0,0,0,0,0,0.538462,0.230769,0.181818,0.090909,0.181818,0.090909,0,0,0,0,0,0.230769,0.538462,0,0,0,0,0,0,0
5344,0,0.000000,0.000000,0,0.000000,0,0,0,0.000000,0.000000,1.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,1.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5346,0.176101,0.019737,0.019737,0.062893,0.000000,0,0.327044,0.383648,0.203947,0.217105,0.105263,0.131579,0,0,0,0,0,0,0,0,0,0.176101,0,0,0,0,0,0.383648,0.327044,0.217105,0.131579,0.203947,0.105263,0,0,0,0,0,0.327044,0.383648,0,0,0,0,0,0,0
5347,0.132576,0.017483,0.017483,0.028409,0.001166,0,0.301136,0.329545,0.150350,0.162005,0.178322,0.170163,0,0,0,0,0,0,0,0,0,0.132576,0,0,0,0,0,0.329545,0.301136,0.162005,0.170163,0.150350,0.178322,0,0,0,0,0,0.301136,0.329545,0,0,0,0,0,0,0
5348,0.157895,0.047619,0.047619,0.052632,0.000000,0,0.315789,0.342105,0.047619,0.214286,0.119048,0.095238,0,0,0,0,0,0,0,0,0,0.157895,0,0,0,0,0,0.342105,0.315789,0.214286,0.095238,0.047619,0.119048,0,0,0,0,0,0.315789,0.342105,0,0,0,0,0,0,0
5349,0.163934,0.041176,0.041176,0.057377,0.005882,0,0.409836,0.368852,0.135294,0.211765,0.176471,0.205882,0,0,0,0,0,0,0,0,0,0.163934,0,0,0,0,0,0.368852,0.409836,0.211765,0.205882,0.135294,0.176471,0,0,0,0,0,0.409836,0.368852,0,0,0,0,0,0,0
5351,0.333333,0,0,0.000000,0,0,0.666667,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0.333333,0.666667,0,0,0,0,0,0,0,0,0,0.666667,0.333333,0,0,0,0,0,0,0
5354,0.333333,0.026316,0.026316,0.095238,0.000000,0,0.404762,0.595238,0.052632,0.210526,0.157895,0.131579,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0.595238,0.404762,0.210526,0.131579,0.052632,0.157895,0,0,0,0,0,0.404762,0.595238,0,0,0,0,0,0,0
5356,0.416667,0.083333,0.083333,0.083333,0.000000,0,0.333333,0.500000,0.083333,0.250000,0.166667,0.083333,0,0,0,0,0,0,0,0,0,0.416667,0,0,0,0,0,0.500000,0.333333,0.250000,0.083333,0.083333,0.166667,0,0,0,0,0,0.333333,0.500000,0,0,0,0,0,0,0
5357,1.000000,0.000000,0.000000,0.000000,0.000000,0,1.000000,1.000000,0.000000,0.500000,0.500000,0.000000,0,0,0,0,0,0,0,0,0,1.000000,0,0,0,0,0,1.000000,1.000000,0.500000,0.000000,0.000000,0.500000,0,0,0,0,0,1.000000,1.000000,0,0,0,0,0,0,0
5359,0.234375,0.031250,0.031250,0.062500,0.000000,0,0.375000,0.468750,0.046875,0.187500,0.109375,0.140625,0,0,0,0,0,0,0,0,0,0.234375,0,0,0,0,0,0.468750,0.375000,0.187500,0.140625,0.046875,0.109375,0,0,0,0,0,0.375000,0.468750,0,0,0,0,0,0,0
5361,0.181818,0.024793,0.024793,0.058442,0.008264,0,0.305195,0.396104,0.140496,0.206612,0.074380,0.148760,0,0,0,0,0,0,0,0,0,0.181818,0,0,0,0,0,0.396104,0.305195,0.206612,0.148760,0.140496,0.074380,0,0,0,0,0,0.305195,0.396104,0,0,0,0,0,0,0
5362,0.400000,0.000000,0.000000,0.000000,0.000000,0,0.600000,0.400000,0.000000,0.250000,0.000000,0.250000,0,0,0,0,0,0,0,0,0,0.400000,0,0,0,0,0,0.400000,0.600000,0.250000,0.250000,0.000000,0.000000,0,0,0,0,0,0.600000,0.400000,0,0,0,0,0,0,0
5363,0.134615,0.017381,0.017381,0.028846,0.000000,0,0.305769,0.332692,0.146002,0.161066,0.184241,0.177289,0,0,0,0,0,0,0,0,0,0.134615,0,0,0,0,0,0.332692,0.305769,0.161066,0.177289,0.146002,0.184241,0,0,0,0,0,0.305769,0.332692,0,0,0,0,0,0,0
5365,0.177073,0.014903,0.014903,0.038895,0.000745,0,0.332651,0.317298,0.175857,0.175857,0.173621,0.181818,0,0,0,0,0,0,0,0,0,0.177073,0,0,0,0,0,0.317298,0.332651,0.175857,0.181818,0.175857,0.173621,0,0,0,0,0,0.332651,0.317298,0,0,0,0,0,0,0
5386,0.177073,0.014903,0.014903,0.038895,0.000745,0,0.332651,0.317298,0.175857,0.175857,0.173621,0.181818,0,0,0,0,0,0,0,0,0,0.177073,0,0,0,0,0,0.317298,0.332651,0.175857,0.181818,0.175857,0.173621,0,0,0,0,0,0.332651,0.317298,0,0,0,0,0,0,0
5391,0.177073,0.014903,0.014903,0.038895,0.000745,0,0.332651,0.317298,0.175857,0.175857,0.173621,0.181818,0,0,0,0,0,0,0,0,0,0.177073,0,0,0,0,0,0.317298,0.332651,0.175857,0.181818,0.175857,0.173621,0,0,0,0,0,0.332651,0.317298,0,0,0,0,0,0,0
5393,0.177073,0.014903,0.014903,0.038895,0.000745,0,0.332651,0.317298,0.175857,0.175857,0.173621,0.181818,0,0,0,0,0,0,0,0,0,0.177073,0,0,0,0,0,0.317298,0.332651,0.175857,0.181818,0.175857,0.173621,0,0,0,0,0,0.332651,0.317298,0,0,0,0,0,0,0
6192,0.146148,0.016770,0.016770,0.036717,0.000365,0,0.295896,0.305256,0.159679,0.167335,0.183011,0.199052,0,0,0,0,0,0,0,0,0,0.146148,0,0,0,0,0,0.305256,0.295896,0.167335,0.199052,0.159679,0.183011,0,0,0,0,0,0.295896,0.305256,0,0,0,0,0,0,0
6193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6197,0.146148,0.016770,0.016770,0.036717,0.000365,0,0.295896,0.305256,0.159679,0.167335,0.183011,0.199052,0,0,0,0,0,0,0,0,0,0.146148,0,0,0,0,0,0.305256,0.295896,0.167335,0.199052,0.159679,0.183011,0,0,0,0,0,0.295896,0.305256,0,0,0,0,0,0,0
6198,0.271605,0.000000,0.000000,0.074074,0.000000,0,0.432099,0.395062,0.131579,0.210526,0.197368,0.144737,0,0,0,0,0,0,0,0,0,0.271605,0,0,0,0,0,0.395062,0.432099,0.210526,0.144737,0.131579,0.197368,0,0,0,0,0,0.432099,0.395062,0,0,0,0,0,0,0
6203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6205,0.146148,0.016770,0.016770,0.036717,0.000365,0,0.295896,0.305256,0.159679,0.167335,0.183011,0.199052,0,0,0,0,0,0,0,0,0,0.146148,0,0,0,0,0,0.305256,0.295896,0.167335,0.199052,0.159679,0.183011,0,0,0,0,0,0.295896,0.305256,0,0,0,0,0,0,0
6206,0.146148,0.016770,0.016770,0.036717,0.000365,0,0.295896,0.305256,0.159679,0.167335,0.183011,0.199052,0,0,0,0,0,0,0,0,0,0.146148,0,0,0,0,0,0.305256,0.295896,0.167335,0.199052,0.159679,0.183011,0,0,0,0,0,0.295896,0.305256,0,0,0,0,0,0,0
6207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6210,0.146148,0.016770,0.016770,0.036717,0.000365,0,0.295896,0.305256,0.159679,0.167335,0.183011,0.199052,0,0,0,0,0,0,0,0,0,0.146148,0,0,0,0,0,0.305256,0.295896,0.167335,0.199052,0.159679,0.183011,0,0,0,0,0,0.295896,0.305256,0,0,0,0,0,0,0
6211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6221,0.271605,0.000000,0.000000,0.074074,0.000000,0,0.432099,0.395062,0.131579,0.210526,0.197368,0.144737,0,0,0,0,0,0,0,0,0,0.271605,0,0,0,0,0,0.395062,0.432099,0.210526,0.144737,0.131579,0.197368,0,0,0,0,0,0.432099,0.395062,0,0,0,0,0,0,0
6222,0.271605,0.000000,0.000000,0.074074,0.000000,0,0.432099,0.395062,0.131579,0.210526,0.197368,0.144737,0,0,0,0,0,0,0,0,0,0.271605,0,0,0,0,0,0.395062,0.432099,0.210526,0.144737,0.131579,0.197368,0,0,0,0,0,0.432099,0.395062,0,0,0,0,0,0,0
6223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6227,0.177073,0.014903,0.014903,0.038895,0.000745,0,0.332651,0.317298,0.175857,0.175857,0.173621,0.181818,0,0,0,0,0,0,0,0,0,0.177073,0,0,0,0,0,0.317298,0.332651,0.175857,0.181818,0.175857,0.173621,0,0,0,0,0,0.332651,0.317298,0,0,0,0,0,0,0
6228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6236,0.177073,0.014903,0.014903,0.038895,0.000745,0,0.332651,0.317298,0.175857,0.175857,0.173621,0.181818,0,0,0,0,0,0,0,0,0,0.177073,0,0,0,0,0,0.317298,0.332651,0.175857,0.181818,0.175857,0.173621,0,0,0,0,0,0.332651,0.317298,0,0,0,0,0,0,0
6237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6242,0.142857,0.015756,0.015756,0.035225,0.000643,0,0.292890,0.303979,0.154984,0.167524,0.186817,0.199357,0,0,0,0,0,0,0,0,0,0.142857,0,0,0,0,0,0.303979,0.292890,0.167524,0.199357,0.154984,0.186817,0,0,0,0,0,0.292890,0.303979,0,0,0,0,0,0,0
6245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6256,0.177073,0.014903,0.014903,0.038895,0.000745,0,0.332651,0.317298,0.175857,0.175857,0.173621,0.181818,0,0,0,0,0,0,0,0,0,0.177073,0,0,0,0,0,0.317298,0.332651,0.175857,0.181818,0.175857,0.173621,0,0,0,0,0,0.332651,0.317298,0,0,0,0,0,0,0
